phi_c,phi_0
0.0,0.0
0.0013377926421404684,0.20815656948303835
0.0026755852842809368,0.26914254055398884
0.004013377926421405,0.301992749615982
0.0053511705685618735,0.3236986347405489
0.006688963210702342,0.3395220770909476
0.00802675585284281,0.35174738675928413
0.009364548494983279,0.3615635267963191
0.010702341137123747,0.3696650026811123
0.012040133779264215,0.37649152913961165
0.013377926421404684,0.38233867083630313
0.014715719063545152,0.3874145426809874
0.01605351170568562,0.39187124937862705
0.01739130434782609,0.3958234290558476
0.018729096989966557,0.3993597497538951
0.020066889632107024,0.40255033654008043
0.021404682274247494,0.4054517389272034
0.022742474916387964,0.40811035324389955
0.02408026755852843,0.4105648420504417
0.025418060200668897,0.41284788370940756
0.026755852842809368,0.4149874632965646
0.028093645484949838,0.41700784241812194
0.029431438127090304,0.41893029967310924
0.03076923076923077,0.42077370414664433
0.03210702341137124,0.4225549650191328
0.03344481605351171,0.4242893872985851
0.03478260869565218,0.42599095451422797
0.036120401337792644,0.42767255245787905
0.037458193979933115,0.42934614268371707
0.038795986622073585,0.4310228897066886
0.04013377926421405,0.4327132409066624
0.04147157190635452,0.4344269522167075
0.04280936454849499,0.43617304453032707
0.04414715719063546,0.43795966354758886
0.04548494983277593,0.43979379627610116
0.04682274247491639,0.44168076492356445
0.04816053511705686,0.4436233629858665
0.04949832775919733,0.44562039885322896
0.050836120401337795,0.4476642296198162
0.052173913043478265,0.44973652053216195
0.053511705685618735,0.4518007796814585
0.054849498327759205,0.4537888043690104
0.056187290969899675,0.4555751252346359
0.05752508361204014,0.4569266145539214
0.05886287625418061,0.4573979323403147
0.06020066889632108,0.45610261009380487
0.06153846153846154,0.45118832298432615
0.06287625418060201,0.43862355310139084
0.06421404682274248,0.40957213915787394
0.06555183946488295,0.342869050963549
0.06688963210702342,-0.007271078646209976
0.06822742474916389,-0.3180067091758982
0.06956521739130436,-0.37192517249162826
0.07090301003344482,-0.3996990966762538
0.07224080267558529,-0.4172275079172743
0.07357859531772576,-0.4290751583362989
0.07491638795986623,-0.43702944145985967
0.0762541806020067,-0.44180293298062134
0.07759197324414717,-0.4435165377778559
0.07892976588628764,-0.44181382450825424
0.0802675585284281,-0.4357877578387535
0.08160535117056857,-0.42372816005966873
0.08294314381270904,-0.4025845059812024
0.0842809364548495,-0.3666632283383086
0.08561872909698998,-0.3021715376985573
0.08695652173913045,-0.13003784633104837
0.08829431438127092,0.23061687902846573
0.08963210702341139,0.31409326203567445
0.09096989966555186,0.3539171035103278
0.09230769230769231,0.37760097147887256
0.09364548494983278,0.39208032868173875
0.09498327759197325,0.39978688717069755
0.09632107023411372,0.40142048331860974
0.0976588628762542,0.3966506756877017
0.09899665551839466,0.38420423533918335
0.10033444816053513,0.3615612698910806
0.10167224080267559,0.3238501951432175
0.10301003344481606,0.25903183235399835
0.10434782608695653,0.11240608758579994
0.105685618729097,-0.16658616835089984
0.10702341137123747,-0.26186786272835655
0.10836120401337794,-0.30631283088547223
0.10969899665551841,-0.33120617410993514
0.11103678929765888,-0.3444190118414525
0.11237458193979935,-0.3485295637360517
0.1137123745819398,-0.3440174951428372
0.11505016722408028,-0.33001774777362675
0.11638795986622075,-0.3041977341443279
0.11772575250836122,-0.26143548777655384
0.11906354515050169,-0.18785107842215
0.12040133779264216,-0.03291445024618967
0.12173913043478263,0.14633334257949016
0.12307692307692308,0.22295453438823515
0.12441471571906355,0.2617637768791282
0.12575250836120402,0.2823931252613669
0.1270903010033445,0.2908099652663131
0.12842809364548496,0.28891396586857643
0.12976588628762542,0.2766887977133212
0.1311036789297659,0.2525587439865169
0.13244147157190636,0.21255114923479163
0.13377926421404684,0.14682813606711645
0.1351170568561873,0.03325409528426421
0.13645484949832778,-0.09567083210001802
0.13779264214046824,-0.1680167894250844
0.13913043478260873,-0.20645748016416887
0.14046822742474918,-0.2264316254173469
0.14180602006688964,-0.23358248162596787
0.14314381270903012,-0.2298676802135568
0.14448160535117058,-0.2153874447060528
0.14581939799331106,-0.188708277554701
0.14715719063545152,-0.14627423398017322
0.148494983277592,-0.08148343907013549
0.14983277591973246,0.006369137810195964
0.15117056856187291,0.08480438809208293
0.1525083612040134,0.13417839491695446
0.15384615384615385,0.16231577699720412
0.15518394648829434,0.1759286073112792
0.1565217391304348,0.17816494307021555
0.15785953177257528,0.17017344104372073
0.15919732441471574,0.15185120279582262
0.1605351170568562,0.12209525247689018
0.16187290969899668,0.07928191504279523
0.16321070234113713,0.024346175240927945
0.16454849498327762,-0.03233803854004851
0.16588628762541807,-0.07700849704865068
0.16722408026755856,-0.10636859810824775
0.168561872909699,-0.12280654850119475
0.1698996655518395,-0.12865547569905175
0.17123745819397995,-0.1252555213748974
0.1725752508361204,-0.1131858522576635
0.1739130434782609,-0.09261870197156466
0.17525083612040135,-0.06391778779113842
0.17658862876254183,-0.028905034845158595
0.1779264214046823,0.007746467489525838
0.17926421404682277,0.03994951806036682
0.18060200668896323,0.06398316912658511
0.1819397993311037,0.07915759154438975
0.18327759197324417,0.08608493960310173
0.18461538461538463,0.08555450906332376
0.1859531772575251,0.07825149186561034
0.18729096989966557,0.06486184868032661
0.18862876254180605,0.04637461840469109
0.1899665551839465,0.024475275188699498
0.191304347826087,0.0016956025570290926
0.19264214046822745,-0.01912899772555326
0.1939799331103679,-0.03581410402304481
0.1953177257525084,-0.04727253148752156
0.19665551839464884,-0.053277983113710396
0.19799331103678933,-0.054073070108258105
0.19933110367892978,-0.05014380072622616
0.20066889632107027,-0.04217118491014245
0.20200668896321072,-0.031077342050987854
0.20334448160535118,-0.018067453155825627
0.20468227424749166,-0.00456452052700601
0.20602006688963212,0.008004125628179936
0.2073578595317726,0.018472171652309695
0.20869565217391306,0.02609397717111185
0.21003344481605354,0.03054609885926039
0.211371237458194,0.031840814282033364
0.21270903010033448,0.03023529303858131
0.21404682274247494,0.026170408833098777
0.2153846153846154,0.020231965818376097
0.21672240802675588,0.013111581161174736
0.21806020066889634,0.005548829893130502
0.21939799331103682,-0.0017458561243035905
0.22073578595317728,-0.008168261297784222
0.22207357859531776,-0.013272684243759183
0.22341137123745822,-0.0167879449876746
0.2247491638795987,-0.018603947835694974
0.22608695652173916,-0.018744465764816132
0.2274247491638796,-0.017339390393142418
0.2287625418060201,-0.014602674659557157
0.23010033444816055,-0.01081610403164754
0.23143812709030104,-0.006315645328225639
0.2327759197324415,-0.0014763327634998136
0.23411371237458198,0.0033070576135493085
0.23545150501672243,0.007643775691534544
0.2367892976588629,0.01117324743150339
0.23812709030100337,0.0135908703241369
0.23946488294314383,0.014671871502092156
0.24080267558528431,0.014293355420332983
0.24214046822742477,0.012455078921154035
0.24347826086956526,0.009297422677664365
0.2448160535117057,0.005110849057322556
0.24615384615384617,0.0003273365845320353
0.24749163879598665,-0.004514910936684571
0.2488294314381271,-0.008834038233733518
0.2501672240802676,-0.012083140943229041
0.25150501672240805,-0.013827338816550565
0.2528428093645485,-0.013806042604338712
0.254180602006689,-0.011976176522953675
0.25551839464882947,-0.008535631093420612
0.25685618729096993,-0.003920906480616851
0.2581939799331104,0.0012335728519696576
0.25953177257525084,0.006182077353896721
0.26086956521739135,0.010188059328603047
0.2622073578595318,0.012647523630628986
0.26354515050167227,0.013185537713908964
0.2648829431438127,0.011714412190866934
0.26622073578595323,0.008455267812609536
0.2675585284280937,0.0039209168214056
0.26889632107023415,-0.0011510610559002268
0.2702341137123746,-0.005919517542633725
0.27157190635451506,-0.009593587087468007
0.27290969899665557,-0.01157664626221985
0.274247491638796,-0.0115659019328619
0.2755852842809365,-0.009598467105802186
0.27692307692307694,-0.006047630097827424
0.27826086956521745,-0.001567095831776217
0.2795986622073579,0.0030221122612595227
0.28093645484949836,0.0068893099319664785
0.2822742474916388,0.009356977317427951
0.2836120401337793,0.010024831967020913
0.2849498327759198,0.008833539218918164
0.28628762541806024,0.006068013007598813
0.2876254180602007,0.00230326737508597
0.28896321070234116,-0.0017062313725349696
0.2903010033444816,-0.005179965837017575
0.2916387959866221,-0.007471543448311248
0.2929765886287626,-0.008193300935295158
0.29431438127090304,-0.007280605661594874
0.2956521739130435,-0.0049922288996211315
0.296989966555184,-0.0018510744399832424
0.29832775919732446,0.0014676097205501358
0.2996655518394649,0.0042816447768052445
0.3010033444816054,0.006046393484848901
0.30234113712374583,0.006461928356623351
0.30367892976588634,0.005522024392427815
0.3050167224080268,0.0035015460036655257
0.30635451505016725,0.0008879268261852943
0.3076923076923077,-0.0017307840917776675
0.3090301003344482,-0.0037978531567376015
0.3103678929765887,-0.004907631015574815
0.31170568561872913,-0.004884808723720727
0.3130434782608696,-0.0038089261330372724
0.31438127090301005,-0.0019835813257153972
0.31571906354515056,0.00014110359750098985
0.317056856187291,0.002075823293814694
0.31839464882943147,0.0034040648597616465
0.3197324414715719,0.0038715170488753696
0.3210702341137124,0.0034332666550647324
0.3224080267558529,0.0022514447741666375
0.32374581939799335,0.0006468826317142897
0.3250836120401338,-0.0009830015408378552
0.32642140468227426,-0.0022603955951501346
0.3277591973244148,-0.002913817799307837
0.32909698996655523,-0.0028349331465596134
0.3304347826086957,-0.002094020535674793
0.33177257525083614,-0.0009130733168405448
0.3331103678929766,0.0003953682277775677
0.3344481605351171,0.001508112974391384
0.33578595317725757,0.0021698813614958886
0.337123745819398,0.002251217622471684
0.3384615384615385,0.001772686144342886
0.339799331103679,0.0008913275702321271
0.34113712374581945,-0.0001456597313487232
0.3424749163879599,-0.0010674818628319531
0.34381270903010036,-0.001649153023161497
0.3451505016722408,-0.0017659357872321433
0.34648829431438133,-0.0014196002861042109
0.3478260869565218,-0.0007311246908508775
0.34916387959866224,9.693834887249734e-05
0.3505016722408027,0.0008376675098425267
0.3518394648829432,0.0013008701169619484
0.35317725752508367,0.0013816567773201024
0.3545150501672241,0.0010839940750294712
0.3558528428093646,0.0005139375743261551
0.35719063545150503,-0.00015450137232963406
0.35852842809364555,-0.00073062600481237
0.359866220735786,-0.0010607107952835542
0.36120401337792646,-0.0010689538320487622
0.3625418060200669,-0.000774693317709429
0.3638795986622074,-0.0002819423392786439
0.3652173913043479,0.00025476418451574664
0.36655518394648834,0.0006775569909073367
0.3678929765886288,0.000871262353308817
0.36923076923076925,0.0007948109640106831
0.37056856187290976,0.0004893371881765883
0.3719063545150502,6.149474660500402e-05
0.3732441471571907,-0.0003520549240504575
0.37458193979933113,-0.0006275280230096594
0.3759197324414716,-0.0006909134746130623
0.3772575250836121,-0.0005378067348505146
0.37859531772575256,-0.000230796992671171
0.379933110367893,0.00012381132075250313
0.38127090301003347,0.00041176833559868796
0.382608695652174,0.0005473082567133309
0.38394648829431444,0.0004986317732248579
0.3852842809364549,0.00029480508591816357
0.38662207357859535,1.2736005127038432e-05
0.3879598662207358,-0.00025061274273666486
0.3892976588628763,-0.00041100953050172105
0.3906354515050168,-0.0004237350878057023
0.39197324414715723,-0.0002958183375892554
0.3933110367892977,-8.040725692073453e-05
0.3946488294314382,0.00014392573422711643
0.39598662207357865,0.0003012071162210787
0.3973244147157191,0.00034354967015581416
0.39866220735785957,0.00026556703726579426
0.4,0.000103385711687986
